CGPA,Internship,Paid_Internship,Projects,Workshop_Certification,Aptitude_Score,Skills_Rating,Placement_Training,SSC_Marks,Gender,Placement_Status
7.84,0,0,5,7,64.82,7.03,Attended,77.54,Male,Placed
6.89,0,0,3,8,65.42,5.87,Attended,82.41,Male,Placed
9.3,0,0,5,5,99.19,8.05,Attended,73.69,Male,Placed
8.83,0,0,5,5,74.71,9.73,Not Attended,79.49,Male,Placed
8.76,1,1,4,2,34.32,5.97,Attended,88.9,Male,Not Placed
6.22,0,0,1,2,12.55,6.39,Not Attended,74.37,Male,Not Placed
7.53,1,0,3,0,52.53,6.6,Not Attended,73.18,Male,Not Placed
7.74,0,0,3,6,85.72,6.54,Attended,60.0,Male,Placed
7.36,1,0,3,8,59.41,7.17,Not Attended,68.31,Female,Placed
7.1,0,0,5,0,97.74,7.63,Not Attended,60.0,Male,Not Placed
7.52,1,0,1,2,64.8,2.36,Not Attended,60.0,Male,Not Placed
8.58,0,0,1,2,48.93,7.77,Not Attended,73.88,Male,Not Placed
6.48,0,0,5,1,43.18,5.17,Attended,67.65,Female,Not Placed
7.94,1,1,2,6,93.89,8.0,Attended,62.49,Female,Placed
8.79,1,0,3,7,83.41,7.11,Not Attended,84.64,Female,Placed
7.01,0,0,5,7,88.04,8.33,Not Attended,79.95,Male,Placed
8.42,0,0,2,2,66.63,7.44,Not Attended,65.0,Male,Not Placed
8.8,0,0,3,6,78.72,7.29,Not Attended,68.18,Male,Placed
8.62,1,0,3,7,64.52,5.5,Attended,79.05,Male,Placed
7.22,1,0,4,7,71.56,10.0,Attended,60.0,Male,Placed
7.52,1,1,2,1,66.98,8.29,Not Attended,71.39,Male,Not Placed
8.57,1,0,5,5,62.34,7.73,Attended,67.4,Male,Placed
7.94,0,0,2,6,55.65,4.93,Not Attended,83.19,Female,Placed
6.5,0,0,2,2,35.33,2.46,Not Attended,81.35,Male,Not Placed
7.41,0,0,2,3,39.69,5.52,Not Attended,81.81,Male,Not Placed
7.54,2,0,5,7,82.34,5.38,Attended,84.05,Male,Placed
7.51,0,0,4,5,100.0,7.36,Attended,93.46,Female,Placed
7.28,0,0,3,0,53.5,7.59,Attended,60.4,Male,Not Placed
7.89,1,0,3,4,53.24,2.41,Not Attended,76.96,Male,Not Placed
7.87,0,0,4,6,58.13,5.07,Attended,60.15,Female,Placed
8.45,0,0,2,2,31.84,3.79,Not Attended,73.32,Male,Not Placed
8.84,1,0,5,7,100.0,7.72,Attended,76.09,Male,Placed
6.03,2,1,3,3,74.59,4.45,Attended,75.91,Female,Not Placed
6.7,0,0,2,2,60.88,2.17,Attended,66.41,Male,Not Placed
9.34,0,0,5,6,72.71,5.46,Attended,73.75,Male,Placed
8.62,2,1,4,7,72.16,6.2,Attended,74.66,Male,Placed
6.0,1,1,1,0,64.52,4.86,Not Attended,60.0,Male,Not Placed
7.81,1,0,5,6,65.12,6.49,Attended,79.44,Male,Placed
7.85,1,0,4,6,56.4,6.33,Not Attended,79.26,Male,Placed
6.89,1,1,5,5,53.23,7.22,Attended,60.0,Male,Placed
7.87,0,0,2,3,28.84,6.07,Attended,60.0,Male,Not Placed
8.68,0,0,4,5,58.7,6.77,Not Attended,85.26,Male,Placed
6.13,1,0,2,2,41.46,7.25,Not Attended,78.88,Male,Not Placed
6.66,0,0,4,8,74.32,5.5,Attended,77.14,Male,Placed
7.22,0,0,5,2,59.53,7.41,Not Attended,61.62,Male,Not Placed
9.98,1,0,2,5,84.92,7.7,Not Attended,68.72,Male,Placed
7.53,1,0,4,5,46.59,7.67,Attended,63.56,Male,Placed
7.22,0,0,5,6,42.88,4.75,Attended,84.7,Male,Placed
8.3,0,0,1,3,76.82,5.84,Not Attended,82.26,Male,Not Placed
6.0,0,0,2,2,74.52,6.22,Not Attended,67.25,Male,Not Placed
8.07,1,0,3,2,88.23,8.46,Attended,77.43,Male,Not Placed
8.52,1,1,1,8,52.02,6.03,Attended,68.02,Female,Placed
7.91,0,0,4,8,73.53,7.12,Attended,68.31,Female,Placed
6.77,0,0,3,1,67.6,5.93,Attended,60.0,Female,Not Placed
7.17,1,0,1,4,77.23,5.9,Attended,63.97,Male,Placed
6.8,0,0,2,3,52.02,4.83,Not Attended,92.72,Male,Not Placed
7.32,0,0,4,6,80.75,5.56,Attended,78.57,Female,Placed
6.3,0,0,3,0,60.09,5.72,Not Attended,86.66,Male,Not Placed
6.98,0,0,2,3,75.27,6.79,Not Attended,75.44,Male,Not Placed
6.52,1,0,2,2,43.64,4.43,Attended,77.7,Male,Not Placed
8.4,1,0,4,6,72.25,4.77,Attended,75.83,Male,Placed
9.17,0,0,3,8,65.58,8.38,Attended,77.19,Male,Placed
10.0,1,1,4,8,76.57,6.01,Attended,65.92,Female,Placed
8.49,0,0,2,3,35.76,8.66,Not Attended,72.61,Male,Not Placed
7.88,0,0,5,6,56.42,7.26,Attended,75.82,Male,Placed
8.62,0,0,2,3,69.61,8.75,Attended,70.73,Male,Not Placed
8.3,0,0,3,5,39.0,6.36,Attended,60.81,Male,Placed
6.81,1,0,4,8,52.79,6.5,Attended,70.47,Female,Placed
8.17,0,0,2,3,83.66,5.62,Not Attended,60.53,Male,Not Placed
8.63,0,0,5,5,54.85,7.7,Attended,67.62,Male,Placed
6.46,0,0,1,3,42.07,5.59,Attended,72.75,Male,Not Placed
7.35,2,0,3,6,93.42,9.02,Attended,85.87,Female,Placed
6.36,0,0,4,7,80.79,5.97,Attended,76.6,Male,Placed
8.11,2,0,5,6,70.13,7.55,Attended,83.11,Male,Placed
8.21,0,0,5,7,54.04,6.69,Attended,72.75,Male,Placed
9.4,0,0,1,7,46.67,6.54,Attended,69.91,Male,Placed
6.22,0,0,1,7,100.0,8.36,Attended,73.48,Female,Placed
8.24,0,0,1,7,62.71,6.72,Attended,64.37,Male,Placed
8.73,1,0,5,5,45.1,4.35,Attended,81.7,Male,Placed
7.89,1,0,3,6,50.18,7.41,Attended,80.92,Male,Placed
6.74,0,0,3,5,49.63,6.46,Attended,93.46,Male,Placed
7.37,1,1,4,8,67.45,5.01,Attended,72.15,Male,Placed
6.19,0,0,3,3,41.15,7.34,Attended,72.14,Male,Not Placed
8.89,1,1,2,0,70.82,5.23,Not Attended,63.44,Male,Not Placed
6.94,0,0,4,1,56.51,4.84,Attended,64.35,Male,Not Placed
8.49,0,0,2,2,55.11,5.08,Not Attended,70.0,Male,Not Placed
7.84,1,1,5,7,98.07,6.79,Attended,74.08,Male,Placed
6.5,1,0,2,5,57.85,4.69,Not Attended,61.71,Male,Not Placed
7.63,1,0,5,8,92.46,6.26,Not Attended,77.78,Male,Placed
7.94,1,0,5,6,70.43,8.08,Attended,92.84,Male,Placed
7.64,1,0,4,4,63.61,7.18,Attended,61.15,Male,Placed
8.17,1,0,5,7,43.51,7.77,Attended,78.57,Male,Placed
6.02,2,0,3,0,57.19,6.66,Not Attended,64.83,Male,Not Placed
8.35,1,0,5,7,34.26,4.59,Attended,65.49,Male,Placed
6.89,0,0,1,3,78.6,7.74,Not Attended,70.27,Male,Not Placed
6.01,0,0,4,7,63.62,6.1,Attended,75.5,Male,Placed
8.13,0,0,4,4,79.94,7.13,Attended,75.32,Female,Placed
6.82,0,0,2,0,53.44,7.79,Attended,66.5,Male,Not Placed
7.48,0,0,4,6,87.11,8.48,Attended,76.65,Male,Placed
6.38,1,1,5,6,92.5,6.33,Attended,82.73,Male,Placed
9.58,0,0,4,8,68.66,6.26,Attended,60.0,Male,Placed
8.02,1,0,3,5,83.68,8.68,Attended,77.54,Male,Placed
7.75,0,0,2,7,47.43,7.58,Attended,61.16,Female,Placed
9.31,0,0,5,5,62.01,5.17,Not Attended,70.99,Male,Placed
6.76,1,0,1,3,54.92,3.91,Not Attended,68.1,Female,Not Placed
8.18,0,0,2,1,58.78,5.77,Not Attended,82.17,Male,Not Placed
7.44,0,0,1,4,74.37,5.5,Attended,71.34,Male,Not Placed
6.55,1,0,2,4,59.72,3.13,Attended,74.81,Male,Not Placed
6.98,0,0,5,6,72.19,6.27,Not Attended,65.15,Male,Placed
6.37,1,0,1,1,40.23,1.9,Attended,67.76,Male,Not Placed
8.07,0,0,4,7,75.14,7.37,Attended,67.11,Male,Placed
6.35,0,0,5,5,57.1,5.9,Attended,81.07,Male,Placed
6.89,0,0,2,1,36.98,3.91,Attended,76.63,Male,Not Placed
6.85,1,0,2,4,80.91,5.35,Attended,77.16,Male,Not Placed
9.38,0,0,4,5,72.08,5.55,Attended,90.43,Male,Placed
8.04,1,0,5,7,100.0,3.91,Attended,76.94,Male,Placed
6.95,1,1,3,5,79.9,5.32,Attended,72.11,Female,Placed
6.45,1,0,4,6,77.68,8.92,Attended,74.71,Male,Placed
9.41,1,1,4,6,68.48,6.95,Attended,60.0,Male,Placed
7.85,0,0,5,6,53.08,4.87,Attended,75.65,Male,Placed
7.3,1,1,3,6,72.69,7.63,Attended,81.65,Female,Placed
7.66,0,0,1,5,54.13,7.68,Attended,60.0,Male,Placed
9.21,1,0,5,5,73.26,7.52,Not Attended,82.13,Male,Placed
7.82,1,0,1,0,67.19,9.41,Not Attended,68.65,Male,Not Placed
9.1,1,1,3,7,65.67,7.3,Attended,75.77,Female,Placed
7.64,1,0,2,3,74.38,4.16,Attended,87.24,Male,Not Placed
7.47,0,0,2,3,73.63,5.19,Not Attended,74.74,Female,Not Placed
8.21,0,0,2,1,39.67,5.77,Attended,60.0,Male,Not Placed
6.89,0,0,3,4,71.64,3.74,Attended,74.2,Male,Not Placed
6.79,0,0,4,1,80.01,8.04,Not Attended,60.0,Male,Not Placed
8.86,1,0,5,7,82.0,8.22,Attended,73.74,Male,Placed
6.94,0,0,1,3,60.44,6.02,Attended,74.99,Male,Not Placed
6.29,1,1,2,3,24.29,7.66,Not Attended,71.56,Male,Not Placed
7.64,1,0,5,6,57.3,7.7,Attended,66.23,Male,Placed
8.16,0,0,3,7,27.44,6.1,Attended,81.72,Male,Placed
9.77,0,0,3,2,75.87,5.0,Not Attended,76.06,Male,Not Placed
6.16,0,0,3,2,98.36,7.91,Attended,69.6,Male,Not Placed
8.97,1,0,3,8,74.2,5.83,Attended,73.6,Male,Placed
6.94,0,0,1,6,62.86,8.91,Attended,70.96,Female,Placed
8.01,0,0,1,4,16.8,7.56,Attended,72.59,Male,Not Placed
7.21,0,0,3,6,73.1,4.52,Not Attended,84.23,Female,Placed
8.27,2,1,2,2,52.87,6.1,Not Attended,60.0,Male,Not Placed
7.6,2,1,2,1,52.66,4.69,Not Attended,76.54,Male,Not Placed
6.13,1,1,3,1,38.57,5.99,Not Attended,67.01,Male,Not Placed
6.07,0,0,4,8,90.99,5.99,Not Attended,71.38,Female,Placed
7.46,0,0,1,1,36.94,8.41,Not Attended,85.61,Male,Not Placed
7.79,0,0,1,2,51.99,3.63,Not Attended,86.39,Male,Not Placed
6.69,2,0,1,2,38.89,4.48,Not Attended,75.62,Male,Not Placed
8.99,1,0,3,8,60.05,8.19,Not Attended,70.43,Female,Placed
7.39,0,0,2,5,77.02,7.95,Attended,61.88,Male,Placed
6.0,0,0,1,2,66.12,5.52,Not Attended,60.0,Female,Not Placed
7.61,1,0,1,7,64.48,5.27,Attended,68.18,Male,Placed
9.46,0,0,5,7,75.84,5.27,Attended,72.85,Female,Placed
7.59,0,0,5,7,57.67,5.64,Attended,74.82,Male,Placed
6.0,0,0,2,0,33.04,6.2,Not Attended,76.89,Male,Not Placed
10.0,1,0,5,5,63.67,5.74,Attended,73.72,Female,Placed
8.2,2,0,5,6,89.19,7.88,Attended,65.44,Female,Placed
8.56,0,0,5,7,55.35,7.71,Attended,60.0,Male,Placed
7.34,1,0,2,0,47.65,7.5,Not Attended,85.5,Male,Not Placed
8.51,1,1,4,5,96.26,5.03,Attended,92.93,Male,Placed
8.21,0,0,4,5,44.35,8.12,Attended,69.14,Female,Placed
7.31,1,0,4,6,74.71,4.96,Attended,60.99,Male,Placed
8.59,1,0,2,0,31.87,6.92,Not Attended,79.03,Male,Not Placed
6.54,0,0,4,8,64.05,6.54,Attended,67.32,Male,Placed
6.61,0,0,3,5,86.53,6.96,Attended,74.89,Male,Placed
9.13,0,0,4,7,90.26,7.22,Attended,78.14,Male,Placed
6.52,0,0,1,3,78.58,8.33,Not Attended,77.48,Male,Not Placed
7.44,0,0,1,5,56.56,6.39,Not Attended,74.05,Male,Placed
8.06,1,0,1,3,55.49,5.1,Not Attended,60.0,Male,Not Placed
7.97,0,0,5,2,74.61,5.33,Attended,60.0,Female,Not Placed
8.45,0,0,4,7,66.22,5.97,Attended,66.38,Male,Placed
7.97,1,0,3,7,78.67,6.32,Not Attended,62.43,Female,Placed
6.7,0,0,5,7,60.62,6.11,Attended,83.2,Male,Placed
7.5,2,0,5,6,65.76,5.79,Not Attended,72.08,Male,Placed
7.3,0,0,4,5,75.65,8.73,Not Attended,68.56,Female,Placed
7.35,1,0,5,6,57.03,5.28,Attended,72.49,Male,Placed
7.08,1,0,1,2,73.62,5.86,Attended,74.88,Male,Not Placed
8.34,1,0,5,6,53.78,6.31,Attended,73.54,Male,Placed
7.7,0,0,1,3,55.33,7.79,Attended,95.0,Male,Not Placed
8.88,0,0,5,6,59.63,5.85,Attended,73.66,Male,Placed
7.74,0,0,4,6,77.34,4.32,Attended,63.25,Female,Placed
6.92,1,1,1,2,83.22,7.09,Attended,89.42,Female,Not Placed
9.22,1,0,5,6,72.53,6.32,Attended,72.67,Female,Placed
6.33,2,1,5,5,56.37,5.55,Attended,69.49,Female,Placed
6.98,0,0,4,8,64.84,10.0,Attended,74.1,Male,Placed
9.79,1,0,2,8,90.62,9.34,Not Attended,70.4,Male,Placed
7.72,0,0,1,4,47.31,6.58,Not Attended,78.89,Male,Not Placed
7.36,0,0,2,1,74.8,3.9,Not Attended,74.59,Male,Not Placed
8.0,2,0,3,8,69.39,7.35,Not Attended,80.53,Male,Placed
6.73,2,1,2,4,59.64,4.82,Not Attended,79.55,Male,Not Placed
7.61,0,0,4,1,92.44,5.91,Not Attended,77.27,Male,Not Placed
7.73,0,0,2,3,82.02,7.35,Attended,64.22,Male,Not Placed
6.76,0,0,1,1,44.19,6.7,Not Attended,60.0,Male,Not Placed
8.66,0,0,5,8,61.21,7.46,Attended,89.09,Female,Placed
7.6,0,0,1,6,81.33,9.06,Attended,93.66,Male,Placed
7.35,0,0,4,7,93.44,9.32,Attended,65.66,Male,Placed
6.2,1,0,2,3,48.64,6.78,Not Attended,83.65,Female,Not Placed
9.6,0,0,4,5,57.3,5.95,Attended,84.16,Female,Placed
8.83,0,0,4,5,70.45,6.74,Attended,93.76,Female,Placed
8.61,0,0,5,6,57.7,8.24,Attended,69.46,Male,Placed
8.06,1,0,1,5,62.44,8.02,Attended,92.75,Male,Placed
7.29,0,0,1,1,47.67,6.28,Attended,62.86,Male,Not Placed
6.93,1,0,3,4,31.64,5.22,Not Attended,90.04,Male,Not Placed
9.17,1,0,1,5,79.0,8.18,Attended,88.7,Male,Placed
7.53,0,0,4,7,93.34,7.79,Attended,74.75,Male,Placed
7.91,0,0,5,3,95.89,6.15,Attended,69.42,Male,Not Placed
7.03,1,0,2,1,48.39,7.58,Not Attended,75.06,Male,Not Placed
7.43,0,0,1,2,54.3,4.91,Not Attended,64.5,Male,Not Placed
7.81,0,0,4,8,56.38,8.57,Attended,63.6,Male,Placed
8.9,0,0,3,8,88.94,5.27,Not Attended,67.02,Male,Placed
7.19,1,0,4,7,82.15,7.99,Attended,80.84,Male,Placed
7.23,0,0,1,1,67.82,5.86,Not Attended,60.0,Male,Not Placed
6.95,0,0,2,2,57.88,5.65,Not Attended,76.21,Male,Not Placed
7.07,0,0,1,2,63.54,7.59,Not Attended,74.71,Male,Not Placed
8.37,0,0,3,6,72.42,5.63,Attended,83.06,Male,Placed
7.94,1,0,2,1,100.0,6.43,Attended,60.0,Male,Not Placed
8.19,1,0,2,0,44.96,2.79,Not Attended,72.86,Male,Not Placed
8.88,0,0,3,6,63.7,8.09,Not Attended,65.54,Female,Placed
8.44,1,0,5,6,65.14,6.77,Attended,76.41,Male,Placed
7.32,0,0,1,7,45.88,6.86,Attended,74.82,Male,Placed
9.61,1,0,5,6,81.62,8.13,Attended,73.84,Male,Placed
8.65,0,0,4,7,43.64,8.05,Attended,94.37,Male,Placed
7.28,0,0,4,8,83.54,7.48,Attended,71.45,Male,Placed
7.78,0,0,5,6,69.26,8.94,Attended,78.41,Female,Placed
7.75,0,0,2,6,63.64,8.57,Attended,74.29,Male,Placed
9.03,0,0,2,6,73.53,5.62,Attended,65.06,Male,Placed
7.07,0,0,3,1,33.17,7.41,Attended,69.08,Male,Not Placed
8.74,1,0,4,7,64.96,7.55,Attended,79.15,Male,Placed
9.63,1,1,4,8,63.06,9.13,Attended,63.01,Male,Placed
7.07,1,0,5,6,54.64,5.26,Attended,65.01,Male,Placed
6.0,0,0,1,1,100.0,6.5,Not Attended,60.0,Male,Not Placed
8.19,0,0,3,8,53.39,6.61,Attended,70.9,Female,Placed
7.61,1,0,1,0,54.22,4.74,Attended,71.5,Male,Not Placed
7.8,0,0,3,4,68.65,6.7,Attended,71.98,Male,Placed
6.85,1,0,5,2,66.55,5.43,Not Attended,73.13,Male,Not Placed
8.33,0,0,5,8,42.97,5.68,Attended,64.15,Male,Placed
6.84,0,0,3,0,42.97,5.2,Not Attended,72.81,Male,Not Placed
10.0,0,0,3,8,81.68,7.6,Not Attended,68.01,Male,Placed
9.3,1,1,4,5,62.29,5.76,Attended,72.91,Male,Placed
7.81,1,1,5,7,90.88,5.97,Attended,87.2,Male,Placed
6.47,0,0,3,1,72.75,4.36,Not Attended,60.0,Male,Not Placed
6.02,0,0,1,2,53.58,4.26,Attended,64.19,Male,Not Placed
8.48,0,0,3,0,100.0,6.52,Not Attended,65.53,Female,Not Placed
8.55,1,1,5,6,42.65,7.81,Attended,80.0,Male,Placed
8.43,1,0,2,7,64.15,7.57,Attended,80.37,Male,Placed
6.92,0,0,5,3,65.99,5.71,Not Attended,70.5,Male,Not Placed
8.58,1,1,5,5,73.09,8.01,Not Attended,83.51,Female,Placed
6.94,0,0,2,1,59.85,5.68,Not Attended,64.46,Male,Not Placed
6.89,1,0,5,3,83.38,5.72,Not Attended,68.19,Male,Not Placed
8.39,0,0,1,1,46.7,5.4,Attended,60.0,Male,Not Placed
9.94,0,0,3,7,86.26,6.42,Not Attended,77.6,Male,Placed
7.51,0,0,3,6,83.73,4.73,Attended,60.0,Female,Placed
7.9,0,0,5,6,51.28,5.33,Not Attended,68.53,Female,Placed
9.31,0,0,3,6,81.9,3.87,Not Attended,69.8,Female,Placed
7.24,1,0,1,5,57.15,9.05,Attended,84.78,Female,Placed
8.73,0,0,4,7,67.53,8.99,Attended,86.78,Female,Placed
7.71,2,0,3,7,85.64,7.59,Not Attended,70.61,Female,Placed
8.97,0,0,4,6,54.74,5.29,Not Attended,73.93,Female,Placed
6.26,1,0,5,0,58.11,4.84,Attended,60.0,Male,Not Placed
9.61,1,0,3,6,61.15,7.87,Not Attended,87.61,Male,Placed
7.96,1,0,3,7,71.96,8.89,Attended,76.35,Male,Placed
8.56,0,0,1,8,60.26,7.45,Attended,74.66,Male,Placed
8.15,0,0,2,3,67.44,9.53,Not Attended,61.36,Male,Not Placed
6.91,0,0,5,6,45.6,7.96,Attended,68.8,Male,Placed
7.86,0,0,2,1,85.65,5.19,Attended,68.7,Male,Not Placed
7.65,0,0,2,0,42.79,6.7,Attended,81.96,Male,Not Placed
8.89,2,1,4,6,75.86,8.18,Attended,71.48,Female,Placed
7.19,0,0,4,8,63.16,8.41,Attended,81.84,Male,Placed
7.24,1,0,2,1,40.33,7.1,Not Attended,89.27,Female,Not Placed
7.49,1,0,3,7,81.1,5.33,Attended,67.69,Male,Placed
8.41,0,0,5,7,89.43,6.72,Not Attended,86.88,Female,Placed
8.48,1,0,1,6,83.98,9.67,Attended,81.21,Male,Placed
8.08,1,0,3,8,82.81,7.89,Attended,66.25,Male,Placed
7.51,0,0,1,2,58.92,2.29,Attended,76.39,Male,Not Placed
8.75,0,0,3,0,44.23,7.22,Not Attended,88.82,Male,Not Placed
8.72,0,0,2,2,90.42,6.21,Not Attended,60.0,Male,Not Placed
8.24,0,0,4,6,65.66,6.91,Not Attended,60.0,Female,Placed
9.69,0,0,4,7,66.74,5.65,Attended,60.0,Male,Placed
8.19,0,0,2,7,78.93,5.36,Attended,64.67,Male,Placed
9.69,0,0,5,8,54.37,7.1,Attended,77.96,Female,Placed
7.33,1,0,4,0,72.53,4.41,Not Attended,73.68,Male,Not Placed
8.17,1,0,4,6,52.73,6.27,Attended,69.96,Male,Placed
7.77,2,1,4,6,75.54,9.19,Attended,73.6,Female,Placed
8.07,1,0,5,8,87.7,8.87,Attended,83.11,Female,Placed
7.93,0,0,3,7,82.83,8.05,Attended,69.29,Male,Placed
7.34,0,0,4,7,64.95,7.62,Attended,66.58,Male,Placed
6.58,0,0,4,5,83.52,6.13,Attended,90.92,Male,Placed
9.29,0,0,4,6,79.14,8.96,Attended,74.03,Male,Placed
8.68,1,0,2,0,43.41,7.28,Attended,68.71,Male,Not Placed
7.43,0,0,3,1,87.66,3.21,Not Attended,60.0,Male,Not Placed
6.12,0,0,2,4,51.26,4.53,Not Attended,60.0,Male,Not Placed
7.37,0,0,5,0,67.61,5.97,Not Attended,89.74,Female,Not Placed
8.24,0,0,5,7,54.68,7.74,Not Attended,74.64,Female,Placed
8.18,0,0,4,7,81.59,7.91,Attended,61.3,Male,Placed
6.71,1,0,3,8,88.16,8.24,Attended,95.0,Male,Placed
6.83,1,1,1,3,23.12,5.56,Not Attended,74.52,Male,Not Placed
7.41,1,0,5,8,54.95,6.98,Attended,92.57,Male,Placed
6.18,1,1,2,0,56.63,4.03,Not Attended,69.66,Male,Not Placed
6.71,1,0,3,5,73.04,7.72,Attended,75.88,Male,Placed
9.01,0,0,2,0,55.06,5.62,Attended,65.73,Male,Not Placed
7.38,0,0,1,1,55.79,4.52,Attended,79.38,Female,Not Placed
7.76,1,0,4,6,77.87,7.22,Not Attended,84.05,Male,Placed
8.41,1,0,5,7,76.15,9.07,Not Attended,60.0,Male,Placed
8.23,0,0,1,8,57.06,7.57,Attended,66.82,Male,Placed
9.46,1,0,5,7,59.78,5.45,Attended,77.74,Male,Placed
8.64,0,0,4,6,63.6,8.07,Attended,79.94,Female,Placed
8.91,0,0,3,1,53.6,5.72,Not Attended,73.79,Male,Not Placed
7.74,0,0,5,5,63.14,6.12,Attended,71.2,Male,Placed
9.0,1,0,4,5,73.03,8.28,Attended,73.83,Male,Placed
7.53,0,0,2,2,99.6,5.06,Not Attended,69.52,Male,Not Placed
8.63,0,0,5,8,64.56,7.65,Attended,69.55,Male,Placed
6.6,1,0,4,7,75.77,6.29,Attended,68.9,Female,Placed
9.04,1,1,1,6,94.0,6.94,Attended,71.87,Male,Placed
6.51,0,0,4,1,73.0,5.34,Not Attended,63.33,Male,Not Placed
8.67,0,0,4,7,55.9,4.97,Attended,79.85,Male,Placed
7.0,0,0,1,2,51.79,7.33,Not Attended,80.71,Female,Not Placed
6.61,0,0,5,8,62.43,7.17,Attended,86.37,Female,Placed
8.6,0,0,4,7,73.85,6.89,Attended,77.0,Male,Placed
7.31,0,0,3,5,62.84,7.53,Attended,84.4,Female,Placed
8.72,1,0,3,7,54.41,6.47,Attended,60.0,Male,Placed
7.0,1,0,4,6,62.44,7.73,Attended,70.63,Male,Placed
7.97,1,1,1,8,53.71,8.26,Attended,69.7,Female,Placed
8.05,0,0,5,5,52.47,4.19,Attended,62.88,Male,Placed
7.3,0,0,4,5,86.95,5.8,Attended,78.52,Male,Placed
9.36,1,1,5,5,69.13,6.34,Attended,60.0,Male,Placed
7.33,1,1,1,3,54.19,8.14,Not Attended,80.4,Male,Not Placed
7.24,0,0,5,6,57.31,5.09,Attended,76.98,Male,Placed
8.55,0,0,4,6,57.34,6.0,Attended,76.42,Female,Placed
9.35,0,0,3,2,29.35,5.2,Not Attended,76.55,Male,Not Placed
9.91,0,0,4,5,92.29,7.16,Attended,86.12,Male,Placed
6.0,1,0,5,0,38.34,9.57,Not Attended,69.43,Male,Not Placed
8.25,1,1,3,7,56.27,7.04,Attended,78.45,Male,Placed
8.04,0,0,4,8,71.27,6.62,Attended,60.0,Female,Placed
7.13,0,0,2,1,72.74,5.68,Not Attended,88.39,Male,Not Placed
8.51,1,0,5,6,94.32,7.02,Attended,60.0,Female,Placed
7.02,0,0,3,2,67.69,3.31,Attended,70.3,Male,Not Placed
6.34,1,1,3,6,67.15,8.49,Not Attended,85.48,Male,Placed
8.26,1,0,2,4,39.78,6.05,Not Attended,72.85,Male,Not Placed
6.78,0,0,5,4,51.83,3.67,Not Attended,75.48,Male,Not Placed
9.26,0,0,4,6,43.58,6.53,Attended,86.7,Male,Placed
8.09,1,0,1,2,36.66,6.96,Not Attended,76.65,Male,Not Placed
9.69,0,0,4,7,75.85,7.17,Attended,66.52,Male,Placed
9.17,0,0,3,5,85.37,5.33,Attended,64.19,Female,Placed
6.46,0,0,5,7,58.43,7.25,Attended,65.8,Male,Placed
8.24,0,0,3,2,56.53,3.43,Not Attended,87.29,Female,Not Placed
7.19,1,1,4,6,80.19,6.52,Attended,71.27,Male,Placed
8.3,1,0,4,5,75.36,5.51,Attended,77.8,Male,Placed
7.58,1,1,2,2,34.94,9.91,Attended,63.49,Male,Not Placed
6.56,0,0,2,2,35.06,7.32,Attended,73.13,Male,Not Placed
7.28,0,0,4,7,66.29,6.19,Attended,80.64,Male,Placed
7.96,1,0,2,6,73.54,6.26,Attended,76.9,Male,Placed
8.86,1,1,1,6,64.78,4.83,Attended,71.55,Female,Placed
7.79,1,0,4,7,53.48,7.37,Attended,79.57,Male,Placed
7.23,0,0,3,6,55.03,5.81,Attended,75.01,Female,Placed
8.7,1,0,4,7,73.18,7.47,Attended,85.84,Female,Placed
7.84,0,0,3,8,89.6,7.87,Not Attended,76.57,Male,Placed
8.55,0,0,3,2,51.41,5.5,Not Attended,71.07,Female,Not Placed
7.18,0,0,1,0,67.47,8.13,Not Attended,61.67,Male,Not Placed
8.7,0,0,5,8,52.5,7.46,Attended,60.0,Male,Placed
9.0,0,0,3,8,73.58,7.08,Attended,77.76,Male,Placed
9.26,0,0,3,6,74.62,4.46,Attended,87.4,Female,Placed
7.42,0,0,5,6,87.34,5.51,Attended,70.14,Female,Placed
6.37,0,0,2,1,57.89,4.68,Not Attended,69.68,Male,Not Placed
8.77,1,0,3,6,59.65,7.98,Attended,90.42,Male,Placed
7.95,0,0,4,6,65.46,4.12,Attended,64.47,Male,Placed
7.67,0,0,5,7,96.39,7.85,Attended,81.07,Female,Placed
7.13,1,0,4,5,47.45,7.62,Not Attended,71.3,Male,Placed
9.42,0,0,2,6,56.46,5.64,Attended,78.93,Male,Placed
8.69,0,0,2,7,71.51,5.68,Attended,75.71,Male,Placed
8.05,0,0,5,6,98.76,5.65,Attended,67.45,Female,Placed
7.11,0,0,2,6,49.58,4.49,Attended,86.19,Male,Placed
7.29,0,0,1,3,69.37,6.44,Attended,86.04,Male,Not Placed
7.9,2,0,2,3,53.01,4.24,Not Attended,73.43,Male,Not Placed
8.2,0,0,4,8,92.89,6.37,Attended,81.6,Male,Placed
7.12,1,0,3,5,75.79,8.63,Not Attended,83.79,Male,Placed
6.91,1,1,5,5,47.0,4.29,Attended,71.86,Male,Placed
7.96,0,0,1,8,49.21,7.37,Not Attended,79.31,Male,Placed
8.59,0,0,1,5,95.83,8.16,Attended,93.29,Female,Placed
8.16,0,0,3,6,72.7,3.57,Attended,60.0,Female,Placed
7.81,0,0,4,6,52.21,6.04,Not Attended,85.52,Female,Placed
6.99,0,0,4,6,71.53,7.37,Attended,95.0,Male,Placed
7.43,0,0,1,8,74.71,8.68,Attended,79.71,Male,Placed
