C_Cpp,Java,Python,HTML_CSS,UI_UX,Javascript,Numpy_Pandas,Scikit_learn,MERN,Linux,Cloud_Platforms,App_development,Number_of_Contest_attempted,LC_Contest_rating,Leetcode_Medium_problems,Skills_rating
0,1,1,1,1,1,0,1,1,1,0,0,0,1500.0,172,8.52
1,1,1,1,0,0,1,0,0,0,1,1,39,2000.0,227,10.0
1,1,0,1,1,0,0,0,0,0,1,0,11,1595.0,161,5.5
1,0,0,0,1,0,0,1,0,1,1,1,2,1691.0,170,8.1
1,1,0,1,0,1,0,0,0,1,0,0,2,1626.0,220,5.38
1,1,1,1,1,1,0,0,1,0,0,1,9,1159.0,150,7.71
0,1,1,0,0,0,1,0,0,0,0,0,0,1500.0,170,4.98
0,0,1,1,1,0,1,0,1,0,0,1,0,1500.0,177,6.8
0,0,1,1,1,1,0,0,1,0,0,0,30,1861.0,237,8.18
0,0,1,0,0,1,0,1,1,0,1,0,0,1500.0,140,7.37
0,1,1,1,0,0,0,0,0,0,0,1,14,1587.0,103,4.69
0,0,0,0,0,1,0,1,0,1,0,1,0,1500.0,152,4.14
1,1,1,1,1,1,0,1,0,0,1,1,0,1500.0,288,10.0
1,0,1,1,1,0,1,1,1,0,1,0,37,1810.0,147,10.0
1,1,1,1,0,1,0,1,0,0,0,1,37,1816.0,213,9.82
0,1,1,1,1,0,1,0,0,1,0,1,8,1688.0,171,7.89
1,1,1,1,0,1,0,0,0,0,0,0,5,1746.0,137,6.49
0,0,1,1,0,0,0,1,0,1,0,1,7,1341.0,152,4.53
1,1,1,0,0,0,0,0,0,0,1,0,3,1491.0,231,5.15
0,0,1,0,0,1,1,0,0,1,0,1,18,1840.0,176,7.29
1,1,1,1,0,1,0,0,0,0,0,0,18,1598.0,117,5.95
0,1,0,1,0,0,0,0,1,0,0,0,26,1740.0,122,4.67
1,1,0,0,0,0,1,0,0,1,0,1,6,1542.0,146,5.27
1,1,1,0,1,0,0,0,1,0,0,0,24,2000.0,220,8.95
0,1,1,1,0,1,1,0,0,0,0,1,0,1500.0,167,6.91
0,1,0,0,0,1,0,0,1,0,0,1,0,1500.0,159,6.06
1,0,1,1,0,1,1,0,1,0,1,0,9,1652.0,164,9.2
0,1,1,1,1,1,0,0,1,1,0,0,0,1500.0,168,8.56
1,0,1,1,0,1,0,0,0,0,0,0,7,1830.0,169,6.12
1,0,1,0,1,1,0,0,1,0,0,0,13,1841.0,166,7.44
0,0,0,0,1,1,0,1,0,0,1,0,3,1445.0,166,5.45
0,1,0,0,0,1,1,1,0,0,1,0,0,1500.0,207,7.09
0,1,1,1,0,1,1,0,0,0,1,0,35,1845.0,268,10.0
1,1,1,0,1,0,0,1,0,0,0,1,0,1500.0,129,6.86
0,0,1,1,0,0,0,0,0,0,0,0,38,2000.0,154,5.16
0,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,155,2.91
0,1,0,1,0,1,1,0,1,0,0,0,15,1428.0,185,6.03
1,1,1,1,1,0,0,0,0,1,0,0,40,1964.0,145,7.56
1,0,1,0,1,0,0,0,0,1,0,0,38,1945.0,128,6.34
1,1,0,1,1,1,1,0,0,0,0,1,36,1768.0,185,8.45
0,0,0,0,0,1,0,0,0,0,0,0,35,1742.0,177,3.67
1,1,0,1,0,1,0,0,0,0,0,0,6,1473.0,143,4.26
1,0,1,1,0,0,0,0,0,0,1,0,7,1625.0,173,5.63
1,1,1,0,0,1,1,0,1,1,0,0,8,1750.0,316,10.0
1,1,1,1,1,0,0,0,1,1,0,1,37,1930.0,229,10.0
0,0,1,0,0,0,1,0,0,0,0,0,29,1551.0,159,4.17
0,0,0,0,0,0,0,0,0,0,1,0,22,1895.0,223,5.24
1,1,1,1,0,1,0,0,0,1,0,0,10,1728.0,135,6.33
0,1,0,0,1,0,1,0,0,0,0,1,8,1493.0,117,4.43
1,0,1,1,0,1,0,0,0,1,0,0,40,1751.0,167,7.04
1,0,0,0,0,1,0,0,0,0,0,0,0,1500.0,243,3.13
0,0,1,1,0,0,0,0,0,0,0,0,0,1500.0,168,1.8
1,0,0,1,0,0,0,1,0,1,0,1,48,1793.0,278,7.48
0,1,1,1,1,0,1,1,0,0,0,0,7,1681.0,188,7.63
0,1,1,1,1,1,0,0,1,1,0,0,5,1218.0,262,6.65
1,0,0,0,0,0,1,0,1,0,0,1,31,1924.0,150,7.05
1,0,1,0,1,0,0,0,1,1,0,0,30,1682.0,193,7.7
0,1,1,0,0,0,1,0,1,1,0,1,0,1500.0,148,7.39
0,1,0,1,1,1,1,0,0,0,0,0,0,1500.0,347,6.57
1,0,1,0,0,0,0,0,1,0,1,0,23,1722.0,155,7.35
1,1,1,1,1,0,0,0,0,1,0,1,22,1156.0,102,5.75
1,1,1,1,0,0,0,0,1,1,0,0,0,1500.0,167,6.33
0,1,0,1,0,1,0,0,1,1,0,1,29,1473.0,266,8.99
0,0,1,1,0,0,1,0,0,1,0,1,5,1398.0,186,5.6
0,0,1,0,0,1,1,0,0,0,1,0,5,1363.0,268,5.54
1,1,1,1,0,0,0,0,0,1,0,0,49,2000.0,165,7.0
0,0,1,1,0,1,1,0,0,0,1,0,6,1555.0,295,7.7
0,0,1,0,0,1,0,0,1,0,0,0,0,1500.0,306,5.51
1,1,1,0,0,1,0,0,1,0,1,0,0,1500.0,146,7.47
0,0,1,0,0,0,0,0,0,1,0,1,1,1750.0,299,6.09
1,1,1,1,1,0,0,0,0,0,0,0,45,1976.0,149,6.59
1,1,1,0,0,0,0,0,0,1,0,0,0,1500.0,138,4.03
1,1,1,1,0,1,0,0,1,1,0,0,4,1392.0,108,6.08
0,1,1,1,1,1,0,0,1,1,0,0,17,1803.0,161,8.81
0,1,1,0,0,0,1,1,0,0,1,1,0,1500.0,151,7.32
1,0,1,0,0,1,1,0,0,0,0,0,11,1490.0,221,5.42
1,0,1,0,0,0,0,0,1,0,0,0,0,1500.0,201,4.66
1,0,1,1,0,1,0,0,0,1,0,1,0,1500.0,129,6.12
0,1,0,0,0,0,0,0,1,0,0,0,49,1861.0,120,3.93
1,1,1,0,1,0,1,0,0,1,1,1,2,1470.0,172,9.65
1,1,1,1,0,0,1,0,0,0,0,0,14,1832.0,201,6.4
1,1,1,1,1,1,1,0,0,1,0,0,29,1897.0,235,10.0
1,1,1,0,0,1,0,0,0,0,0,0,2,1622.0,220,5.31
1,0,0,1,0,0,0,0,0,1,1,0,2,1764.0,168,5.62
1,0,1,0,1,1,0,0,0,0,0,1,20,1799.0,146,6.14
0,1,1,1,1,0,0,0,1,0,0,0,8,1345.0,255,6.96
0,1,1,0,1,0,0,1,1,1,0,0,2,1550.0,188,7.44
0,0,1,0,1,0,1,0,0,0,0,0,17,1863.0,124,5.28
0,1,1,1,0,1,0,0,0,1,1,0,32,1542.0,149,7.0
0,0,1,0,0,1,0,1,0,0,0,0,0,1500.0,258,5.81
0,0,0,1,0,1,1,0,0,0,0,0,0,1500.0,136,2.27
0,0,1,1,0,1,0,0,0,0,0,0,0,1500.0,170,2.18
0,1,1,1,0,0,1,0,1,1,0,0,10,1547.0,113,7.3
1,0,1,1,0,1,0,0,1,1,0,1,39,1679.0,192,8.93
1,1,1,0,0,0,0,0,0,0,0,0,32,1789.0,116,4.92
0,0,1,0,1,1,0,0,1,0,0,0,0,1500.0,164,5.92
1,1,1,1,0,0,1,0,1,1,1,0,35,1970.0,145,10.0
0,1,1,1,0,1,0,0,1,1,0,1,25,1901.0,189,10.0
0,1,1,1,0,1,0,0,0,1,0,1,15,1572.0,193,7.73
0,1,0,0,0,0,0,0,1,1,0,1,10,1649.0,198,6.29
0,0,1,0,0,1,1,0,0,0,0,0,25,1474.0,209,5.34
1,0,0,0,1,0,0,0,0,1,0,1,32,1507.0,195,5.57
1,0,1,0,0,0,1,0,0,1,0,1,26,1877.0,154,7.12
0,1,1,1,1,1,1,0,0,0,1,0,0,1500.0,235,8.82
0,0,0,1,0,1,1,0,0,1,1,1,13,1126.0,192,5.77
0,1,1,0,0,0,1,1,0,1,0,1,29,1636.0,112,7.63
0,0,0,0,1,0,0,0,1,1,0,0,0,1500.0,263,4.9
0,0,0,0,0,1,0,1,1,0,0,0,0,1500.0,196,5.12
0,1,1,0,0,1,0,0,1,0,0,0,22,1771.0,245,7.19
1,0,1,0,0,0,0,0,0,0,1,0,2,1503.0,167,4.87
1,1,1,0,0,1,1,1,1,0,0,0,3,1054.0,303,8.63
0,1,0,0,0,1,0,1,0,1,0,1,2,1548.0,224,6.36
1,1,0,0,1,0,1,0,0,0,0,0,0,1500.0,191,5.39
0,1,1,1,0,0,1,0,0,1,1,0,42,1740.0,155,8.36
0,0,1,1,0,0,0,0,1,0,0,0,25,1718.0,153,5.49
0,1,1,1,0,1,0,1,0,0,0,0,0,1500.0,150,5.27
1,1,1,0,0,0,0,0,1,0,0,1,0,1500.0,123,6.34
1,0,1,1,0,1,0,1,1,0,0,0,2,1376.0,223,6.85
1,0,1,1,0,0,0,0,1,0,1,0,3,1376.0,152,5.76
0,0,1,1,0,1,0,0,1,1,0,0,0,1500.0,226,5.05
1,0,1,0,0,0,0,0,0,1,0,0,35,1530.0,152,3.9
0,0,0,1,0,1,1,1,1,0,0,1,31,1706.0,258,9.24
1,1,0,1,1,1,0,1,1,0,0,0,31,1945.0,211,9.46
0,1,0,1,0,0,0,0,1,1,0,0,25,1636.0,115,5.48
0,1,0,0,1,1,1,0,1,1,0,0,15,1543.0,202,7.4
1,1,1,1,0,0,0,0,1,0,1,0,9,1434.0,155,6.16
1,0,1,1,0,1,0,0,0,0,0,0,45,1707.0,152,6.15
0,1,1,0,0,1,1,0,1,0,1,0,12,1420.0,140,8.06
1,0,0,1,0,1,1,0,0,0,1,0,9,1573.0,252,6.82
0,1,0,1,0,1,1,1,0,0,1,0,22,2000.0,200,8.99
1,1,0,0,1,1,0,0,0,0,0,0,0,1500.0,287,4.53
1,1,0,1,0,1,0,0,0,1,1,0,46,2000.0,147,8.48
1,0,1,0,1,0,0,0,0,0,0,0,0,1500.0,182,3.21
1,0,1,1,0,0,1,0,1,1,0,0,9,1633.0,257,9.04
0,0,1,1,0,1,0,1,1,0,1,0,0,1500.0,130,7.2
0,1,1,0,0,1,0,1,0,1,0,0,31,2000.0,237,8.55
1,0,1,0,0,1,1,0,0,1,0,1,46,1980.0,223,9.76
0,1,1,1,1,0,1,0,1,1,1,0,3,1641.0,239,10.0
0,1,1,1,1,1,1,0,0,1,0,0,31,1792.0,112,8.59
0,0,1,0,0,1,0,0,0,1,1,0,1,1527.0,266,6.31
0,1,1,0,0,0,0,0,0,0,1,1,0,1500.0,213,5.95
1,0,1,1,0,0,1,0,1,0,0,0,0,1500.0,186,5.96
0,1,1,0,1,0,0,1,0,1,0,0,1,1248.0,305,6.14
1,0,1,1,0,0,0,0,1,1,0,0,9,1493.0,123,5.18
0,0,1,1,1,1,0,1,0,0,0,1,23,1595.0,202,7.91
0,1,0,1,0,1,1,0,0,1,0,1,0,1500.0,300,7.45
0,0,1,1,1,0,0,1,0,0,0,1,0,1500.0,193,5.5
0,1,1,1,1,1,1,0,0,0,0,0,0,1500.0,252,6.99
0,0,0,1,1,1,0,0,0,1,0,0,0,1500.0,162,3.99
1,1,0,1,0,0,0,0,0,0,0,0,0,1500.0,126,2.3
0,1,0,1,0,1,1,1,0,0,0,0,0,1500.0,249,6.5
1,1,1,1,0,1,0,0,0,0,0,1,5,1407.0,263,7.57
0,1,1,1,0,1,1,0,1,1,0,1,31,1658.0,229,10.0
0,0,1,0,1,0,0,1,1,1,0,0,0,1500.0,190,6.12
1,1,1,1,0,1,0,0,1,0,1,1,32,1984.0,157,10.0
0,1,0,0,0,0,1,0,1,0,0,0,5,1444.0,124,3.69
0,1,1,1,0,0,1,0,0,0,0,0,10,1528.0,168,4.89
0,1,1,1,1,0,1,0,0,1,1,0,26,2000.0,225,10.0
0,0,1,1,0,0,0,0,0,1,0,0,1,1576.0,193,3.27
1,0,1,0,0,0,0,0,0,0,0,1,44,1891.0,233,7.08
0,1,1,1,0,0,1,0,0,1,0,1,0,1500.0,170,6.3
1,0,0,1,0,1,0,0,1,1,1,0,6,1668.0,164,7.01
1,0,0,0,1,1,1,0,1,0,0,1,0,1500.0,250,7.17
0,1,0,0,0,0,0,0,0,0,0,1,3,1379.0,169,2.9
1,0,1,0,0,0,1,1,0,0,0,0,4,1426.0,118,3.46
0,1,1,1,0,1,1,0,0,0,0,0,39,1785.0,201,7.88
1,0,1,1,0,0,0,1,1,0,0,1,4,1527.0,169,7.44
0,0,1,0,0,0,1,0,0,0,0,1,10,1620.0,211,4.76
1,1,0,1,0,1,0,0,0,0,0,1,44,1747.0,148,7.37
0,0,1,0,0,0,0,0,1,0,1,0,5,1561.0,268,5.63
0,0,0,0,0,0,0,0,1,1,0,0,3,1570.0,181,3.18
1,1,1,0,1,0,0,0,0,1,0,1,47,1849.0,152,8.11
1,0,1,1,1,0,0,0,0,1,1,0,28,1705.0,156,8.02
0,1,1,1,1,1,0,1,0,1,1,1,42,1699.0,171,10.0
0,0,1,0,1,0,0,0,1,1,1,0,3,1253.0,164,5.64
1,0,0,1,0,1,0,0,0,0,0,0,10,1377.0,216,4.54
1,1,1,1,0,1,0,1,1,0,0,0,0,1500.0,169,8.21
1,1,0,1,0,0,0,0,0,0,1,0,33,1888.0,140,6.83
1,0,0,1,0,0,1,0,0,0,0,0,42,1948.0,244,6.98
1,1,1,1,0,1,0,0,1,1,1,1,0,1500.0,141,9.67
1,1,0,0,0,1,1,0,0,0,0,0,0,1500.0,139,4.39
0,1,1,1,0,0,0,0,0,1,0,0,0,1500.0,108,3.2
0,1,1,1,0,0,0,0,0,0,0,1,9,1829.0,306,6.9
1,1,0,1,0,1,0,0,1,0,0,0,0,1500.0,174,6.19
1,1,0,1,0,0,1,0,0,1,0,0,9,1545.0,171,4.85
0,1,1,0,0,0,0,0,0,0,0,0,2,1477.0,208,3.32
0,0,1,0,0,0,1,0,0,0,0,0,39,1890.0,120,5.56
1,1,1,1,1,0,0,0,0,0,0,0,4,1329.0,187,3.76
0,1,1,0,0,0,0,1,1,0,1,1,5,1635.0,152,9.09
0,1,1,1,0,0,1,0,0,1,0,0,2,1527.0,154,5.28
0,0,0,0,0,1,0,0,0,1,0,1,0,1500.0,248,4.44
0,1,1,1,0,1,0,0,0,0,0,0,5,1357.0,204,4.4
0,1,1,1,0,0,0,0,1,1,0,1,20,1705.0,260,9.13
0,1,1,1,0,0,0,0,0,1,0,0,44,2000.0,114,6.88
0,0,1,0,1,1,0,0,1,0,0,1,0,1500.0,219,6.36
1,0,1,1,0,0,0,0,0,0,0,1,23,1480.0,313,6.56
0,0,1,0,0,0,1,1,0,1,1,1,0,1500.0,254,7.88
1,0,0,1,0,0,1,0,0,1,0,0,27,1878.0,203,7.33
1,0,1,0,0,0,0,0,0,0,0,0,2,1402.0,172,2.32
0,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,184,4.73
1,0,0,0,0,1,0,0,0,0,0,0,8,1069.0,149,1.61
0,1,1,1,1,0,1,1,0,0,0,1,36,1955.0,129,9.44
1,0,1,1,0,1,0,1,1,0,0,0,0,1500.0,185,7.14
0,0,1,0,0,0,0,0,1,1,0,0,0,1500.0,137,3.16
1,1,1,0,0,0,0,0,0,1,1,0,35,2000.0,128,7.79
1,1,1,0,1,0,0,1,0,1,1,1,10,1381.0,261,9.12
0,1,1,1,0,1,1,0,1,0,0,1,25,1449.0,250,9.7
0,0,0,1,1,0,0,0,0,0,0,0,0,1500.0,227,2.95
1,0,0,1,1,0,1,0,1,0,1,1,36,2000.0,168,10.0
1,0,1,1,0,0,0,0,0,0,1,1,3,1387.0,172,5.37
0,1,1,1,0,0,0,0,1,0,1,1,37,2000.0,229,10.0
1,0,1,1,1,1,0,0,0,0,0,0,0,1500.0,135,4.75
0,0,1,0,1,1,0,0,0,0,1,1,35,1531.0,215,7.24
1,0,1,0,0,1,0,1,0,1,1,0,10,1760.0,228,9.56
0,1,1,1,0,1,0,0,0,1,0,1,7,1681.0,157,7.16
1,1,1,1,0,1,0,0,0,0,1,0,0,1500.0,144,6.88
0,0,0,1,0,0,1,0,0,1,1,1,10,1631.0,183,6.69
0,0,1,0,0,0,0,1,0,1,0,0,8,1229.0,194,4.25
0,0,0,1,0,0,0,0,0,0,1,0,14,1535.0,122,2.64
0,1,0,0,0,0,1,0,0,0,1,1,13,1731.0,221,6.09
0,1,1,1,1,0,0,1,0,1,1,0,4,1236.0,287,7.88
0,0,0,1,1,0,1,1,0,0,1,0,0,1500.0,188,6.11
1,1,0,0,0,0,1,0,0,1,0,0,40,1771.0,112,5.83
0,0,1,0,1,1,0,1,0,0,0,0,41,1919.0,184,7.94
0,1,1,1,0,1,0,0,1,0,0,0,0,1500.0,168,5.69
0,1,1,1,0,0,1,0,1,0,1,1,9,1366.0,197,9.4
0,0,0,0,1,0,1,0,0,1,0,1,0,1500.0,140,4.68
0,0,1,1,0,1,0,0,0,1,0,0,32,1965.0,186,7.03
0,1,1,0,0,0,0,0,0,0,0,0,0,1500.0,236,3.21
0,1,1,0,0,0,0,0,0,0,0,0,49,2000.0,164,6.78
0,0,1,0,0,0,1,0,0,0,0,1,8,1566.0,119,4.38
0,1,1,1,1,1,0,1,0,1,1,1,0,1500.0,170,9.75
1,0,0,1,1,1,1,1,0,1,0,0,35,1865.0,179,9.85
0,1,1,0,1,1,1,0,0,0,0,1,10,1468.0,280,8.18
0,0,0,1,1,0,1,1,0,1,0,0,10,1638.0,139,6.3
1,0,0,1,0,0,1,1,0,1,0,0,0,1500.0,174,4.72
0,0,1,0,1,0,0,0,0,0,0,0,1,1370.0,224,2.64
1,1,1,1,0,1,0,0,0,0,1,0,39,1810.0,137,9.18
0,0,0,0,1,1,0,1,0,0,0,0,9,1466.0,140,3.11
1,1,0,0,0,0,0,0,0,1,0,0,0,1500.0,191,3.38
1,1,1,0,1,1,0,1,0,0,0,0,1,1675.0,124,5.59
0,0,1,0,0,0,1,0,0,1,1,0,8,1711.0,301,7.72
1,0,1,1,0,1,0,0,1,1,0,0,0,1500.0,152,7.0
0,0,0,1,0,1,1,0,0,1,0,1,0,1500.0,195,5.09
0,1,0,0,1,0,0,0,0,0,0,0,0,1500.0,175,2.77
1,1,1,1,1,1,0,0,0,1,0,0,9,1389.0,206,6.73
1,1,0,0,0,0,0,0,0,0,0,0,1,1660.0,133,2.04
0,0,1,0,0,0,1,0,1,1,0,0,2,1350.0,178,4.56
0,0,0,1,0,1,1,0,1,0,0,0,0,1500.0,258,5.39
0,1,1,0,0,1,0,0,0,1,0,1,16,1887.0,218,8.31
0,0,1,1,0,0,0,0,0,1,0,0,19,1875.0,134,4.67
1,1,1,1,0,1,1,1,0,1,1,0,28,2000.0,220,10.0
0,1,1,0,0,1,0,0,1,0,1,0,9,1583.0,163,7.06
0,1,1,0,1,0,0,0,1,0,0,0,20,1607.0,162,5.88
0,1,1,1,1,0,0,0,0,0,0,1,7,1474.0,238,6.34
0,1,1,1,0,1,0,0,0,0,0,0,5,1556.0,131,4.41
0,0,1,1,0,0,0,0,1,0,0,0,0,1500.0,170,3.73
1,1,1,1,0,1,0,0,0,1,0,1,0,1500.0,177,7.4
1,0,0,1,0,0,0,0,0,1,0,0,0,1500.0,147,2.93
1,1,0,1,0,0,0,0,0,0,0,1,10,1397.0,172,4.56
0,0,1,0,0,0,0,0,0,1,0,1,41,1498.0,179,3.74
1,0,1,0,0,1,0,0,1,1,0,0,0,1500.0,158,6.13
1,0,1,1,0,1,0,0,1,1,0,1,10,1490.0,209,8.01
1,1,0,1,0,0,0,0,0,1,1,0,5,1506.0,296,7.36
0,0,0,0,0,0,0,1,0,1,1,0,9,1623.0,209,5.73
0,0,1,0,0,1,0,0,0,0,0,0,0,1500.0,210,3.76
0,1,0,0,1,0,0,1,0,1,1,1,0,1500.0,276,7.97
0,1,0,1,0,0,0,0,0,0,0,0,0,1500.0,177,1.67
0,1,0,1,0,0,0,0,0,1,1,0,36,1869.0,191,7.64
0,0,1,1,0,0,0,0,1,1,1,0,0,1500.0,127,6.45
0,1,1,0,0,0,0,1,0,0,0,1,7,1541.0,255,5.45
1,1,1,1,0,0,0,0,0,1,0,0,41,2000.0,150,8.41
0,1,1,1,0,0,1,0,0,0,0,0,9,1409.0,133,4.12
0,1,1,1,0,1,0,0,0,0,0,0,5,1399.0,238,4.94
1,0,1,1,0,0,1,0,0,0,0,0,3,1796.0,203,5.46
1,1,1,0,0,1,1,1,0,1,0,0,9,1062.0,302,7.96
1,0,1,1,0,1,1,1,0,0,0,0,5,1667.0,181,7.15
1,0,1,0,0,0,0,0,0,1,0,0,11,1644.0,103,3.39
0,1,1,1,0,1,0,0,0,1,0,0,8,1529.0,178,4.59
1,0,0,1,0,0,1,0,0,1,0,1,7,1654.0,123,5.01
0,1,0,1,1,0,0,1,0,1,0,1,45,2000.0,138,8.38
0,0,1,1,0,1,0,0,0,0,0,0,29,1521.0,209,3.52
0,1,1,1,0,1,0,1,0,0,0,0,8,1383.0,153,6.0
0,0,1,0,0,1,1,0,0,0,0,0,6,1437.0,110,3.11
0,1,1,0,0,1,0,0,0,0,0,0,14,1271.0,201,2.86
1,1,0,1,0,0,0,0,0,0,0,0,24,1688.0,189,4.04
1,0,1,1,0,0,1,1,0,0,1,1,0,1500.0,219,8.4
1,1,1,0,1,0,0,0,0,1,0,0,10,1645.0,175,5.83
0,0,0,1,0,1,1,1,0,0,0,1,0,1500.0,232,6.72
1,1,1,1,0,1,0,0,0,1,0,0,4,1664.0,134,6.34
1,0,1,1,0,1,1,0,0,0,0,0,42,1881.0,250,8.51
0,1,1,0,1,0,0,0,1,1,1,1,1,1347.0,137,7.65
1,0,1,1,1,0,1,0,0,0,0,0,0,1500.0,216,6.14
0,1,1,1,1,1,1,0,1,1,0,0,0,1500.0,257,10.0
0,1,1,1,1,1,1,0,0,0,0,0,3,1513.0,256,7.21
1,1,1,1,1,0,1,0,0,0,0,0,0,1500.0,287,6.8
0,0,0,1,0,0,0,0,1,0,0,1,4,1478.0,205,4.29
0,1,1,0,1,0,1,0,1,0,0,0,13,1697.0,134,5.33
1,0,0,0,1,0,0,0,0,1,0,0,36,1803.0,171,5.2
1,0,1,1,0,1,1,0,0,0,0,1,0,1500.0,216,6.28
0,1,1,1,0,0,1,0,0,0,1,0,20,1783.0,234,8.06
0,0,1,0,0,1,0,0,1,1,0,0,0,1500.0,119,4.93
0,1,1,0,1,0,0,0,0,0,1,1,2,1430.0,119,5.36
1,1,1,1,1,0,0,1,0,0,0,0,50,2000.0,161,8.99
0,0,1,1,1,0,1,0,0,0,1,0,0,1500.0,181,6.04
0,0,0,1,1,1,0,0,0,0,0,1,0,1500.0,239,4.71
1,0,1,1,0,1,0,0,1,0,0,0,1,1486.0,262,7.15
0,1,1,1,0,0,1,1,1,1,0,1,44,1800.0,188,10.0
0,1,0,0,0,0,1,0,0,0,0,0,0,1500.0,150,2.78
0,1,1,1,0,0,1,1,0,1,0,1,0,1500.0,195,7.63
1,0,1,0,0,0,1,0,1,1,0,1,8,1480.0,262,8.49
0,1,0,0,0,1,1,0,0,1,0,0,0,1500.0,280,5.23
0,0,1,0,0,1,1,0,0,0,1,0,0,1500.0,194,5.6
1,1,1,1,1,0,0,0,0,0,1,0,0,1500.0,237,5.95
0,1,1,1,0,1,1,0,0,0,0,0,7,1629.0,175,6.78
0,1,1,0,1,1,1,0,1,1,0,1,7,1329.0,256,10.0
0,1,1,0,1,0,1,1,0,1,0,1,11,1540.0,144,8.13
0,1,1,0,0,0,1,0,0,0,0,1,0,1500.0,155,4.16
0,0,0,1,0,1,0,0,1,1,0,1,5,1660.0,163,6.36
0,0,0,1,1,1,0,0,0,0,0,1,8,1607.0,194,5.16
0,1,1,0,0,0,1,0,0,1,0,1,0,1500.0,169,5.9
0,1,1,1,0,1,0,0,1,1,1,1,7,1347.0,163,10.0
1,1,0,1,0,0,0,0,0,1,0,0,12,1616.0,253,5.31
1,0,1,1,0,1,0,0,0,1,1,1,49,1738.0,217,9.91
1,1,1,1,0,1,0,0,0,0,0,1,8,1557.0,128,6.55
1,0,1,1,0,1,1,0,0,0,0,0,32,1976.0,263,8.7
0,1,0,1,0,1,0,0,1,0,0,1,28,1741.0,170,7.15
1,1,1,1,0,0,0,0,0,1,0,0,43,1710.0,229,6.51
0,0,0,0,1,1,0,0,1,1,0,0,14,1561.0,205,6.04
1,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,165,4.82
1,0,1,1,1,0,1,0,1,0,0,0,0,1500.0,208,6.48
1,1,1,0,1,1,0,0,0,0,0,0,22,1699.0,249,7.12
1,1,1,1,0,1,0,0,0,0,0,0,6,1673.0,269,6.37
1,1,0,1,0,0,0,0,1,0,0,1,0,1500.0,202,6.45
0,0,0,0,0,0,1,1,0,1,0,1,9,1702.0,187,6.32
0,0,1,0,1,1,1,1,0,0,1,1,38,1666.0,301,10.0
1,1,0,1,1,1,1,1,1,1,1,0,2,1421.0,174,10.0
0,0,0,1,0,1,0,0,1,0,0,0,8,1589.0,159,4.42
1,1,1,0,0,1,0,0,1,1,0,1,8,1439.0,192,8.63
1,1,1,1,1,1,1,0,0,1,0,1,0,1500.0,245,10.0
0,1,1,0,0,1,0,0,0,0,0,1,0,1500.0,250,6.39
1,1,1,0,0,0,0,0,0,1,0,0,36,1884.0,158,6.72
1,1,1,0,1,1,0,0,0,0,1,0,42,1667.0,248,8.82
1,0,1,1,0,0,0,1,0,1,0,1,38,1869.0,241,8.65
1,1,1,1,0,0,0,0,0,1,1,1,3,1634.0,176,7.58
0,1,0,0,1,0,0,0,0,1,0,0,0,1500.0,273,4.8
1,1,0,1,0,0,0,0,0,0,0,0,43,1888.0,243,5.96
1,0,1,1,0,0,0,0,0,0,0,0,35,1826.0,202,5.66
0,0,1,0,0,0,1,0,0,0,0,0,26,1836.0,181,4.4
0,1,1,1,0,0,0,0,1,0,0,0,1,1393.0,203,6.02
1,1,1,1,1,0,0,1,0,1,0,0,9,1633.0,137,6.58
0,1,1,0,0,0,0,0,0,0,0,1,17,1615.0,159,4.86
1,1,1,1,0,1,0,0,0,0,0,1,7,1383.0,119,5.48
1,1,1,1,0,1,0,1,0,0,0,1,8,1665.0,190,8.73
0,1,1,1,0,1,1,0,0,1,0,1,18,1840.0,164,9.0
1,1,1,0,0,0,1,0,0,1,1,0,19,1813.0,130,7.79
1,1,1,1,0,1,0,0,0,0,1,0,0,1500.0,180,6.34
0,1,0,1,0,0,0,0,1,0,1,0,3,1615.0,248,7.62
0,0,0,0,0,0,0,0,0,0,0,1,21,1736.0,143,2.85
0,0,1,0,0,1,1,0,0,0,0,1,0,1500.0,191,5.48
0,0,1,1,1,1,1,0,0,1,0,0,39,1894.0,165,7.61
1,1,1,0,0,1,0,0,1,1,0,0,29,1725.0,114,6.86
0,1,1,1,0,1,0,0,0,1,1,0,37,1720.0,249,8.87
1,1,1,0,0,0,0,0,1,1,1,0,0,1500.0,144,7.68
0,0,1,1,0,1,0,0,1,1,1,0,0,1500.0,250,8.11
0,1,0,1,0,1,1,0,0,1,0,1,0,1500.0,135,5.68
1,0,1,0,1,1,0,0,0,1,0,0,7,1210.0,177,4.56
1,0,0,1,0,1,0,0,0,1,1,1,1,1224.0,213,5.67
0,1,1,1,1,0,0,0,0,0,1,0,0,1500.0,151,6.3
0,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,176,4.07
0,1,1,0,0,0,0,0,1,0,0,0,7,1522.0,198,4.62
0,1,1,1,1,0,1,0,0,1,0,1,7,1328.0,242,7.08
1,1,1,1,0,0,0,0,0,0,0,0,4,1552.0,203,4.88
0,1,1,1,0,0,0,0,0,0,0,1,0,1500.0,232,5.53
0,0,1,1,0,1,1,0,0,0,0,0,41,2000.0,196,7.44
